label,text,text_len,num_words,cleaned_text
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,150,36,say die man feel sad go want know would probabl gone late night
ham,"Yep, by the pretty sculpture",28,5,yep pretti sculptur
ham,Die... Now i have e toot fringe again...,40,8,die e toot fring
ham,TaKe CaRE n gET WeLL sOOn,25,6,take care n get well soon
ham,Sorry de i went to shop.,24,6,sorri de went shop
ham,Then why no one talking to me,29,7,one talk
ham,U don't remember that old commercial?,37,6,u rememb old commerci
ham,Can ü call me at 10:10 to make sure dat i've woken up...,56,13,call make sure dat woken
ham,I can ask around but there's not a lot in terms of mids up here,63,15,ask around lot term mid
ham,Ok i've sent u da latest version of da project.,47,10,ok sent u da latest version da project
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,72,12,finish alreadi yar keep say mushi embarrass ok
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,103,21,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,160,30,new club dont fink met yet b gr c u pleas leav msg day wiv ur area repli promis carli x call minmobsmor lkpobox hp fl
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,35,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,110,14,updat mths half price orang line rental min call mobileupd call optout j q
ham,Wife.how she knew the time of murder exactly,44,8,wife knew time murder exact
ham,Indeed and by the way it was either or - not both !,51,13,inde way either
ham,Shall i start from hear.,24,5,shall start hear
ham,"Coffee cake, i guess...",23,4,coffe cake guess
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",82,16,yet chikku k wat abt tht guy stop irrit msging u
ham,I can make lasagna for you... vodka...,38,7,make lasagna vodka
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,157,28,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",137,26,someon u know ask date servic contact cant guess call reveal pobox xy p
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,129,18,free tone hope enjoy new content text stop unsubscrib help p provid tone co uk
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",115,22,u sound like manki scous boy steve like travel da bus home wot u inmind recreat dis eve
ham,Anything...,11,1,anyth
ham,* Will have two more cartons off u and is very pleased with shelves,67,14,two carton u pleas shelv
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,116,23,good wonder wont say hi smile cope long distanc
ham,I can send you a pic if you like :),35,10,send pic like
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,145,26,win year suppli cds store ur choic worth enter week draw txt music ts cs www ldew com sub win ppmx
ham,"She was supposed to be but couldn't make it, she's still in town though",71,14,suppos make still town though
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",143,22,dear voucher holder claim week offer pc go http www e tlp co uk expressoff ts cs appli stop text txt stop
ham,Don know. I did't msg him recently.,35,7,know msg recent
ham,Wait  &lt;#&gt;  min..,22,5,wait lt gt min
ham,Have you not finished work yet or something?,44,8,finish work yet someth
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,96,23,thk u dun haf hint e forum alreadi lor cos told ron n darren go tell shuhui
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,158,28,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",84,14,sorri vikki watch olav mandara movi kano trishul theatr wit frnds
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,77,15,ok said got wisdom teeth hidden insid n mayb need remov
ham,So the sun is anti sleep medicine.,34,7,sun anti sleep medicin
ham,Lol ok your forgiven :),23,5,lol ok forgiven
ham,Is toshiba portege m100 gd?,27,5,toshiba porteg gd
ham,Lol great now im getting hungry.,32,6,lol great im get hungri
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,136,26,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sp tyron
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",156,20,smsservic yourinclus text credit pls goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,76,16,still look car buy gone drive test yet
ham,But we havent got da topic yet rite?,36,8,havent got da topic yet rite
ham,Welp apparently he retired,26,4,welp appar retir
ham,I dont know exactly could you ask chechi.,41,8,dont know exact could ask chechi
ham,Will you be here for food,25,6,food
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",255,49,ha ha nan yalrigu heltini iyo kothi chikku u share mani thing wit far told bodi even utter word abt u ur trust much tell other plz nxt time dont use word ok chikku b
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,95,18,site simul test give tough question test readi
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,90,17,get chicken broth want ramen unless know
ham,Ha ha cool cool chikku chikku:-):-DB-),38,6,ha ha cool cool chikku chikku db
ham,I have a rather prominent bite mark on my right cheek,53,11,rather promin bite mark right cheek
ham,R u still working now?,22,5,r u still work
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,88,18,stop stori told return say order
ham,Dhoni have luck to win some big title.so we will win:),54,11,dhoni luck win big titl win
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,109,25,gon na abl late notic home week anyway plan
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",85,17,hello got st andrew boy long way cold keep post
ham,Shall i come to get pickle,26,6,shall come get pickl
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,66,14,tell friend come round til like lt gt ish
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,25,tri contact respons offer new nokia fone camcord hit repli call deliveri
ham,What's up. Do you want me to come online?,41,9,want come onlin
ham,Waaaat?? Lololo ok next time then!,34,6,waaaat lololo ok next time
ham,Don know..wait i will check it.,31,6,know wait check
ham,Oh ho. Is this the first time u use these type of words,55,13,oh ho first time u use type word
ham,Yes.mum lookin strong:),23,3,yes mum lookin strong
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,160,26,per request mell mell oru minnaminungint nurungu vettam set callertun caller press copi friend callertun
ham,"As usual..iam fine, happy &amp; doing well..:)",46,7,usual iam fine happi amp well
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,92,20,cinema plus drink appeal tomo fr thriller director like mac
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,159,39,hi juan im come home fri hey cours expect welcom parti lot present ill phone u get back load love nicki x x x x x x x x x
spam,Money i have won wining number 946 wot do i do next,51,12,money wine number wot next
ham,Got meh... When?,16,3,got meh
ham,Ok c ü then.,12,4,ok c
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",123,18,latest nokia mobil ipod mp player proze guarante repli win norcorp ltd mtmsgrcvd
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",94,22,hmmm thought said hour slave late punish
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,54,11,oh oh wast den muz chiong sat n sun liao
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,155,27,xmas reward wait comput random pick loyal mobil custom receiv reward call
ham,Now get step 2 outta the way. Congrats again.,45,9,get step outta way congrat
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,26,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",131,26,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,118,26,actual sleep still might u call back text gr rock sis send u text wen wake
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",81,15,chanc win free bluetooth headset simpli repli back adp
ham,Keep my payasam there if rinu brings,36,7,keep payasam rinu bring
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),75,16,say hi get ass back south tampa prefer kegger
ham,Have you been practising your curtsey?,38,6,practis curtsey
ham,Long after I quit. I get on only like 5 minutes a day as it is.,63,16,long quit get like minut day
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,71,13,mm entir sure understood text hey ho weekend
ham,It is a good thing I'm now getting the connection to bw,55,12,good thing get connect bw
ham,There is a first time for everything :),39,8,first time everyth
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,136,22,urgent mobil number award prize guarante call land line claim valid hrs
ham,Early bird! Any purchases yet?,30,5,earli bird purchas yet
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",98,19,sorri light turn green meant anoth friend want lt gt worth may around
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,16,meet u work tel shall work tomorrow
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,66,14,call like lt gt time oh give us hypertens oh
ham,K k pa Had your lunch aha.,26,7,k k pa lunch aha
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86,13,import custom servic announc call freephon
ham,Normally i use to drink more water daily:),42,8,normal use drink water daili
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,17,camera award sipix digit camera call fromm landlin deliveri within day
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,134,25,anyway serious hit back otherwis light armand alway shit vomit
ham,3 pa but not selected.,22,5,pa select
ham,Nah im goin 2 the wrks with j wot bout u?,41,11,nah im goin wrks j wot bout u
ham,This is all just creepy and crazy to me.,40,9,creepi crazi
ham,I didn't get the second half of that message,44,9,get second half messag
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",160,39,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan meet xy ask bring u along next meet
ham,At home by the way,18,5,home way
ham,It means u could not keep ur words.,35,8,mean u could keep ur word
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",147,24,hurt n meaning line ever compromis everyth love end love compromis everyth gud mornin
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",78,16,awesom deal gate charl told last night uh yeah
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,166,36,pls make note expos also find school anyon els vomit dog cat hous let know later
ham,I'm aight. Wat's happening on your side.,40,7,aight wat happen side
ham,"Theoretically yeah, he could be able to come",44,8,theoret yeah could abl come
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,71,15,look forward sex cuddl two sleep
ham,You said to me before i went back to bed that you can't sleep for anything.,75,16,said went back bed sleep anyth
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,79,18,tiim let hug break tear
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,29,regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",67,14,haha good hear offici paid market th
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,26,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",162,35,want cock hubbi away need real man satisfi txt wife string action txt stop end txt rec ea otbox la ws
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,17,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,160,33,life face choic toss coin becoz settl question coin air u know heart hope gudni
ham,Good night my dear.. Sleepwell&amp;Take care,44,6,good night dear sleepwel amp take care
ham,I'll probably be by tomorrow (or even later tonight if something's going on),76,13,probabl tomorrow even later tonight someth go
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",141,26,amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,84,19,thk shd ok said plus minus leav line paragraph
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",70,13,well done blimey exercis yeah kinda rememb wot hmm
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,161,31,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,62,14,dunno lei thk mum lazi go neva ask yet
ham,Or ü go buy wif him then i meet ü later can?,44,12,go buy wif meet later
ham,Its worse if if uses half way then stops. Its better for him to complete it.,76,16,wors use half way stop better complet
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,64,12,kind send one flat lt decim gt today
ham,"Customer place, i wil cal u sir.",32,7,custom place wil cal u sir
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,144,27,thread wishlist section forum ppl post nitro request start last page collect bottom
ham,Are you up for the challenge? I know i am :),44,11,challeng know
ham,Just getting back home,22,4,get back home
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",146,23,free messag activ free text messag repli messag word free term condit visit www com
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",166,33,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come cos money
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,157,29,make life stressful alway find time laugh may add year life sure add life ur year gud ni swt dream
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",329,61,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
ham,You call times job today ok umma and ask them to speed up,57,13,call time job today ok umma ask speed
ham,Where in abj are you serving. Are you staying with dad or alone.,64,13,abj serv stay dad alon
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,160,24,doubl min txts orang price linerent motorola sonyericsson b tooth free nokia free call mobileupd optout hv
ham,DO U WANT 2 MEET UP 2MORRO,26,7,u want meet morro
ham,When you are big..| God will bring success.,43,8,big god bring success
ham,Buy one egg for me da..please:),31,6,buy one egg da pleas
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",157,32,xmas new year eve ticket sale club day till pm thur fri sat night week sell fast
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,69,13,tell friend plan valentin day lt url gt
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",154,33,hello lover goe new job happi think wake slave send teas kiss across sea
ham,WHO ARE YOU SEEING?,19,4,see
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",138,27,troubl class go well due dodgey one expect mine tomo see recoveri time place
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,135,22,natali f invit friend repli yes see www sms ac u natali k stop send stop frnd
ham,Both :) i shoot big loads so get ready!,39,9,shoot big load get readi
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,82,18,ok stay night xavier sleep bag get tire
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,136,20,privat account statement show un redeem point call identifi code expir
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,66,16,said bad dat e gal know u wat u
ham,Wat r u doing?,14,4,wat r u
ham,Why did I wake up on my own &gt;:(,34,9,wake gt
ham,Cool. So how come you havent been wined and dined before?,57,11,cool come havent wine dine
ham,"Sorry,in meeting I'll call later",32,5,sorri meet call later
ham,Jus finished avatar nigro,25,4,jus finish avatar nigro
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,132,25,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,133,32,ur face test lt gt select number tell ur face astrolog wait quick repli
ham,He also knows about lunch menu only da. . I know,48,11,also know lunch menu da know
ham,Jos ask if u wana meet up?,26,7,jos ask u wana meet
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",156,25,thank rington order ref number k mobil charg tone arriv pleas call custom servic
ham,Great! So what attracts you to the brothas?,43,8,great attract brotha
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,52,6,ambrith madurai met u arun dha marrg remembr
ham,"K, can that happen tonight?",27,5,k happen tonight
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",130,27,free tarot text find love life tri free text chanc free msgs
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",105,18,urgh coach hot smell chip fat thank especi duvet predict text word
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,156,32,hi dear call urgnt know what problem want work problem least tell wate repli
ham,"Haha, just what I was thinkin",29,6,haha thinkin
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,92,19,hope settl new school year wishin gr day
ham,Any pain on urination any thing else?,37,7,pain urin thing els
ham,Thats cool. i liked your photos. You are very sexy!,51,10,that cool like photo sexi
ham,Oh ok wait 4 me there... My lect havent finish,46,10,oh ok wait lect havent finish
ham,Anything lor. Juz both of us lor.,33,7,anyth lor juz us lor
ham,"K, can I pick up another 8th when you're done?",46,10,k pick anoth th done
ham,Yes..gauti and sehwag out of odi series.,40,7,yes gauti sehwag odi seri
ham,I'm also came to room.,22,5,also came room
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",431,89,keep go never intent run choos rather keep room clean say visitor mayb best choic yes want embarass mayb feel feel friend want drop buy say happen morn tri everyth know els
ham,Gokila is talking with you aha:),32,6,gokila talk aha
ham,Sent me de webadres for geting salary slip,42,8,sent de webadr gete salari slip
ham,Wat u doing there?,18,4,wat u
ham,Unlimited texts. Limited minutes.,33,4,unlimit text limit minut
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",64,13,probabl almost gas get cash tomorrow
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80,16,nope go home go pump petrol lor like go rain soon
ham,S:-)kallis wont play in first two odi:-),40,7,kalli wont play first two odi
ham,That's y we haf to combine n c how lor...,41,10,haf combin n c lor
ham,I can't describe how lucky you are that I'm actually awake by noon,66,13,describ lucki actual awak noon
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,77,18,u free sat rite u wan watch infern affair wif n darren n mayb xy
ham,Which channel:-):-):):-).,25,2,channel
ham,Okay. I've seen it. So i should pick it on friday?,50,11,okay seen pick friday
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",276,57,see knew give break time woul lead alway want miss curfew gon na gibe til one midnight movi gon na get til need come home need getsleep anyth need b studdi ear train
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,114,16,free top rington sub week rington get st week free send subpoli per week stop sms
ham,You call him and tell now infront of them. Call him now.,56,12,call tell infront call
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,20,sorri guess whenev get hold connect mayb hour two text
ham,"K I'm leaving soon, be there a little after 9",45,10,k leav soon littl
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",160,33,gal n boy walk park gal hold ur hand boy u think would run away gal jst wana c feel walk heaven princ gn
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,72,17,go lunch wif famili aft dat go str orchard lor
ham,Another month. I need chocolate weed and alcohol.,49,8,anoth month need chocol weed alcohol
ham,&lt;#&gt;  w jetton ave if you forgot,37,8,lt gt w jetton ave forgot
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),37,7,pay lt decim gt lakh
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,101,12,bloomberg messag center wait appli futur http career bloomberg com
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,129,26,cancel yeah babi well sound import understand darlin give ring later fone love kate x
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",165,25,updat xmas offer latest motorola sonyericsson nokia free bluetooth doubl min txt orang call mobileupd call optout f q
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,145,24,guarante cash prize claim yr prize call custom servic repres pm
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",61,11,well gon na finish bath good fine night
ham,Just sleeping..and surfing,26,3,sleep surf
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,54,12,email yifeng part oredi get fr
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,29,free rington wait collect simpli text password mix verifi get usher britney fml po box mk h ppw
ham,Remind me how to get there and I shall do so,44,11,remind get shall
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",201,40,worri though understand import put place poor thought punish face worst thing ever happen brb gon na go kill
ham,Blank is Blank. But wat is blank? Lol,37,8,blank blank wat blank lol
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,125,30,cme want go hos morow wil cme got dear didnt say time
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,71,15,nothin come mind help buy hanger lor ur laptop heavi
ham,"Excellent, I'll see what riley's plans are",42,7,excel see riley plan
ham,I cant pick the phone right now. Pls send a message,51,11,cant pick phone right pls send messag
ham,Wish i were with you now!,25,6,wish
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",97,20,lem know swing pick free basic time semest
ham,Ü comin to fetch us oredi...,28,6,comin fetch us oredi
ham,R u here yet? I'm wearing blue shirt n black pants.,51,11,r u yet wear blue shirt n black pant
ham,"Mostly sports type..lyk footbl,crckt..",38,4,most sport type lyk footbl crckt
ham,We're done...,13,2,done
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,54,14,wot u thout u gon na call txt bak luv k
ham,Nope thats fine. I might have a nap tho! ,41,10,nope that fine might nap tho
ham,WHITE FUDGE OREOS ARE IN STORES,31,6,white fudg oreo store
ham,My drive can only be read. I need to write,42,10,drive read need write
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,127,29,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni
spam,network operator. The service is free. For T & C's visit 80488.biz,66,12,network oper servic free c visit biz
ham,Then mum's repent how?,22,4,mum repent
ham,Hahaha..use your brain dear,27,4,hahaha use brain dear
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",149,21,complimentari star ibiza holiday cash need urgent collect landlin lose box sk wp ppm
ham,Ü neva tell me how i noe... I'm not at home in da aft wat... ,61,16,neva tell noe home da aft wat
ham,"Just sent again. Do you scream and moan in bed, princess?",57,11,sent scream moan bed princess
ham,Have you bookedthe hut? And also your time off? How are you by the way?,71,15,bookedth hut also time way
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,126,24,lol realli need rememb eat drink appreci keep compani night babe smile
ham,Discussed with your mother ah?,30,5,discuss mother ah
ham,So u workin overtime nigpun?,28,5,u workin overtim nigpun
ham,"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.""",125,24,hey sorri didntgiv ya bellearli hunni bedbut mite go thepub l tr uwana mt load luv jenxxx
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,86,17,agre stop thinkin ipad pleas ask macho question
